recording_id,status,snr_db,quality_tier,hqi
129329,accepted,60.0,A,0.1400782383364951
129328,accepted,66.09,A,0.1400782383364951
129327,accepted,59.6,A,0.1400782383364951
129326,accepted,56.86,A,0.1400782383364951
129325,accepted,57.31,A,0.1400782383364951
129324,accepted,60.5,A,0.1400782383364951
129323,accepted,63.98,A,0.1400782383364951
128697,rejected_snr,14.63,A,0.7181409724578496
123589,accepted,55.62,A,0.1225163963817114
101346,accepted,29.52,A,0.8365946023307882
101009,accepted,44.92,A,0.7553842470060785
99911,accepted,28.73,A,0.72077250377079
98274,accepted,30.72,A,0.1343910458615882
97120,accepted,50.66,A,0.7283152482516534
96983,accepted,27.32,A,0.8144470329406003
96982,accepted,26.68,A,0.8017174525837631
89967,accepted,19.9,A,0.8346528225461662
76364,accepted,28.28,A,0.7856869872670371
55174,accepted,41.79,A,0.9333292707843778
53725,accepted,23.29,A,0.9263939857442004
1107835,rejected_snr,4.84,B,0.6869583250315815
1107160,accepted,46.06,B,0.3150028377151089
1106172,accepted,23.96,B,0.8528911810944868
1105710,accepted,25.79,B,0.8354903446092988
1105482,accepted,33.74,B,0.6991073405982783
1105326,rejected_snr,11.28,B,0.7047825736864836
1104743,accepted,19.25,B,0.7847705675895273
1103440,rejected_snr,12.16,B,0.941043526741708
1103431,accepted,27.58,B,0.9400805644972392
1103430,accepted,20.11,B,0.9423155624906524
1101671,rejected_snr,11.62,B,0.2510998477774012
1101021,accepted,53.84,B,0.6259250937867856
1100412,accepted,24.02,B,0.9292731812529824
1097384,accepted,17.66,B,0.6222722294367579
1097106,rejected_snr,4.29,B,0.636737852624065
1096413,accepted,27.45,B,0.2789892721663839
1096204,accepted,41.15,B,0.64156554802184
1095936,rejected_snr,1.53,B,0.393553838890013
1095927,accepted,26.93,B,0.936391805416514
1092918,accepted,28.18,B,0.9041315440997544
1091254,accepted,28.58,B,0.7591791432051066
1091252,accepted,35.55,B,0.7591791432051066
1090762,accepted,31.5,B,0.8230957651007573
1090319,accepted,30.05,B,0.6012236107737737
1089785,accepted,20.56,B,0.4389075402789951
1088917,accepted,24.31,B,0.801765190762695
1088915,rejected_snr,8.68,B,0.8320662059700402
1088544,accepted,30.96,B,0.7016397405926014
1087376,accepted,46.34,B,0.8139859230922958
1087011,accepted,15.04,B,0.527782418610433
1085790,accepted,32.21,B,0.610473459278625
1085776,accepted,34.69,B,0.610473459278625
1085775,accepted,34.6,B,0.610473459278625
1085771,accepted,32.39,B,0.610473459278625
1084524,rejected_snr,7.95,B,0.5234970884825211
1076081,accepted,56.75,B,0.7390986070864186
1076080,accepted,60.34,B,0.7817122753112945
1076079,accepted,63.97,B,0.7441791663699318
1076078,accepted,58.89,B,0.7441791663699318
1076074,accepted,54.29,B,0.6865440855193313
1076073,accepted,65.81,B,0.6865440855193313
1075278,rejected_snr,8.99,B,0.2776641959745146
1073093,accepted,33.59,B,0.4326192615242242
1047697,accepted,32.83,B,0.7817571581058007
1044076,rejected_snr,5.53,B,0.4663602561946176
1043813,rejected_snr,-0.2,B,0.2282050797683238
1040944,rejected_snr,11.93,B,0.8290128676022931
1028744,accepted,32.67,B,0.7505602001168722
1022357,accepted,34.99,B,0.6018133635353916
1007924,accepted,23.62,B,0.825062517144231
1006435,rejected_snr,14.98,B,0.2514218246579004
1002199,accepted,16.81,B,0.5040517444181981
1002132,accepted,23.12,B,0.8610508351350921
1002028,accepted,23.39,B,0.8267393745359736
1001965,accepted,18.64,B,0.7220564455960242
1001594,accepted,48.31,B,0.7307807145347752
999132,accepted,22.16,B,0.7908038963383637
995547,rejected_snr,14.04,B,0.5342707546000927
994503,accepted,19.76,B,0.6104254046945206
994454,rejected_clipping,,B,0.1141965602316622
994049,rejected_snr,14.64,B,0.5899718898886965
992432,accepted,40.27,B,0.6528722565929043
992431,accepted,38.42,B,0.6528722565929043
992430,accepted,33.43,B,0.6528722565929043
991253,rejected_snr,7.87,B,0.6721988785965047
991252,rejected_snr,3.61,B,0.6721988785965047
991247,rejected_snr,9.01,B,0.5053363321568495
989601,accepted,39.82,B,0.8152610213629944
989439,accepted,17.42,B,0.6026021016878024
989014,accepted,33.47,B,0.5932930307082833
989009,accepted,43.26,B,0.5932930307082833
985819,accepted,43.61,B,0.7111584995266879
985298,accepted,31.87,B,0.7946520228052062
984046,rejected_snr,11.06,B,0.531206752279546
982849,rejected_snr,13.52,B,0.6344417833443706
981378,accepted,34.71,B,0.6721091448468499
981369,rejected_snr,-15.36,B,0.646344288051518
980882,rejected_snr,5.3,B,0.6081210521691875
979315,rejected_snr,2.5,B,0.6562709068577052
978836,rejected_snr,7.11,B,0.4696000835437129
978669,accepted,22.99,B,0.8305992840963046
977838,accepted,20.48,B,0.5794299001534884
958008,accepted,22.61,B,0.6882135862640395
956943,accepted,35.21,B,0.8987495592703473
955282,rejected_snr,13.45,B,0.6461221093828088
946921,accepted,55.89,B,0.670909549124654
943265,rejected_snr,-3.99,B,0.6352144871166353
940243,accepted,20.26,B,0.5784185716901566
933805,rejected_snr,4.72,B,0.6402411683879938
933804,rejected_snr,9.36,B,0.6402411683879938
933803,rejected_snr,12.44,B,0.6402411683879938
931234,accepted,28.81,B,0.7163356553312558
931233,accepted,20.25,B,0.7164046107756094
924650,accepted,24.05,B,0.4736435742930658
923783,accepted,20.51,B,0.5041432953167712
923782,accepted,27.43,B,0.5041432953167712
922040,accepted,22.76,B,0.546286155082085
922039,accepted,44.13,B,0.4676968129801384
922037,accepted,33.34,B,0.4676968129801384
918078,accepted,32.87,B,0.7174672405561939
913706,accepted,24.7,B,0.8823092356794435
912624,accepted,27.6,B,0.8425021490487629
912622,accepted,32.83,B,0.8425021490487629
911731,accepted,34.68,B,0.7072661301883302
911720,accepted,32.59,B,0.7124743893964421
910530,accepted,33.25,B,0.8398675524624577
910529,accepted,27.45,B,0.8398675524624577
909374,accepted,21.81,B,0.5782893012870715
907119,accepted,39.78,B,0.7191176907703143
905524,accepted,18.33,B,0.4883037395854115
905338,accepted,25.61,B,0.7841204302665797
905337,accepted,16.21,B,0.7841204302665797
905309,accepted,17.78,B,0.790983669546976
905307,accepted,15.28,B,0.790983669546976
905031,accepted,25.25,B,0.7714007418366114
904989,accepted,19.65,B,0.7975727764400542
904987,rejected_snr,11.71,B,0.7975727764400542
904953,accepted,22.35,B,0.6579041460429467
904938,accepted,22.86,B,0.6879159584868342
903432,accepted,23.6,B,0.7534646512833556
902961,accepted,29.19,B,0.7127554806453852
902756,accepted,19.93,B,0.6306418196447277
899669,accepted,39.32,B,0.6693892216226544
899668,accepted,38.76,B,0.6693892216226544
899659,accepted,35.35,B,0.6693892216226544
899464,accepted,45.64,B,0.6693892216226544
898980,accepted,17.35,B,0.6259054110874609
898975,accepted,23.67,B,0.79339472816537
898058,accepted,23.82,B,0.5789471039904125
897551,accepted,32.43,B,0.8959581588395215
896752,accepted,26.89,B,0.6361687109848995
894412,accepted,55.7,B,0.2018746755705275
894271,accepted,28.82,B,0.8169031191383102
894261,accepted,38.66,B,0.8169031191383102
892721,accepted,29.17,B,0.7639791045362736
892687,accepted,23.63,B,0.7575356998213217
892685,accepted,15.55,B,0.7630873641513211
892681,accepted,25.3,B,0.7661380134588115
892636,accepted,27.73,B,0.7575491469030712
891891,accepted,34.96,B,0.560750342200717
884515,accepted,22.61,B,0.6686915167008414
884004,accepted,28.96,B,0.7101133490475978
883369,accepted,16.73,B,0.4240378954284372
883339,accepted,21.37,B,0.2222471505733355
883063,rejected_snr,9.53,B,0.5340754531409578
883062,rejected_snr,12.22,B,0.5340754531409578
881937,accepted,40.31,B,0.7153354163325906
881936,accepted,31.23,B,0.7153354163325906
881706,accepted,24.75,B,0.7605070990812297
881418,accepted,43.27,B,0.4896159716749637
881388,accepted,41.6,B,0.735054114333688
881387,accepted,46.1,B,0.735054114333688
881341,accepted,18.42,B,0.9180791990842998
880828,accepted,23.5,B,0.6980416484485287
880685,accepted,33.85,B,0.7153354163325906
880597,accepted,26.6,B,0.8253957682455735
870729,accepted,33.19,B,0.8515098832764716
865022,accepted,18.92,B,0.8260302666629672
857759,accepted,35.85,B,0.8332550255187235
857261,rejected_snr,13.14,B,0.4147592569212769
857257,rejected_snr,-2.8,B,0.5732281445074819
855469,accepted,26.82,B,0.8857613896257627
845844,rejected_snr,0.14,B,0.6809335709599746
830605,accepted,25.07,B,0.8356847355787331
830563,accepted,32.24,B,0.8506117688634734
821900,accepted,48.26,B,0.9037306464776744
820769,accepted,25.17,B,0.7209809071033735
820768,accepted,15.01,B,0.7530762513221858
815294,accepted,35.26,B,0.53728444920967
811564,accepted,27.08,B,0.4570035703927581
805658,accepted,34.53,B,0.5508127287560819
805512,accepted,32.16,B,0.9509691175406382
805295,accepted,61.23,B,0.8759854302447423
801698,rejected_snr,1.21,B,0.7379495850483635
801514,accepted,18.32,B,0.9119227664069794
801512,accepted,28.27,B,0.9119227664069794
801348,accepted,17.89,B,0.7570833400048828
801211,accepted,19.85,B,0.8562271436779845
801209,accepted,43.42,B,0.8509554717953484
801201,accepted,29.76,B,0.8509554717953484
800810,rejected_snr,6.08,B,0.4996352176113688
800571,accepted,29.13,B,0.7871313740220697
800227,accepted,23.65,B,0.7529357140595759
799528,accepted,38.41,B,0.7997337800237174
798960,accepted,22.3,B,0.7338375870490673
798051,accepted,37.36,B,0.6387417361312921
798045,rejected_snr,14.8,B,0.6364311928718797
797954,rejected_snr,7.74,B,0.618806400193341
797614,accepted,28.46,B,0.6072005287550265
796011,accepted,77.11,B,0.5292290710948367
795921,rejected_snr,8.36,B,0.4848069469314461
795775,rejected_snr,11.51,B,0.3816794244948821
794467,accepted,51.0,B,0.7374799266144206
793976,accepted,52.81,B,0.9393720322458076
793973,accepted,44.17,B,0.9393720322458076
793552,accepted,32.03,B,0.9882058821640168
793158,accepted,22.75,B,0.4166283480046295
792834,accepted,18.66,B,0.6249951348513677
790993,accepted,22.77,B,0.8644606546166291
790978,accepted,25.08,B,0.8644606546166291
790460,accepted,20.42,B,0.570270808721521
790335,accepted,52.77,B,0.8627158321523858
788919,accepted,18.72,B,0.5056850730925435
788242,accepted,33.16,B,0.6854046893044342
787365,accepted,21.96,B,0.8793670539017544
787358,accepted,28.28,B,0.8793670539017544
787269,accepted,76.75,B,0.5438334777009002
787230,accepted,21.7,B,0.6854046893044342
787101,accepted,21.73,B,0.6614278797827858
786939,accepted,29.09,B,0.7278175843130517
786465,accepted,25.75,B,0.6691159969061802
786167,accepted,28.34,B,0.6614278797827858
785344,accepted,22.08,B,0.7308862020809628
785342,accepted,32.07,B,0.7362853269796443
784686,accepted,22.69,B,0.7489325899666932
784685,accepted,17.91,B,0.7337282230717963
784401,rejected_snr,2.24,B,0.7121863736813561
784262,accepted,38.22,B,0.8001668813467199
784260,accepted,28.99,B,0.8001668813467199
784259,accepted,62.84,B,0.5742188348284352
784258,accepted,32.8,B,0.8001668813467199
784257,accepted,33.1,B,0.8001668813467199
784256,accepted,35.81,B,0.8001668813467199
784255,accepted,18.36,B,0.8001668813467199
784247,rejected_snr,12.74,B,0.809030087160564
784033,rejected_snr,13.02,B,0.6296378566348109
784030,accepted,18.24,B,0.6296378566348109
784029,accepted,33.96,B,0.6296378566348109
783887,accepted,19.32,B,0.4755000722268476
777118,accepted,55.06,B,0.5263039296894683
777116,accepted,31.14,B,0.5263039296894683
776383,accepted,47.73,B,0.6006668607977579
775537,accepted,16.69,B,0.689791044140887
770769,accepted,48.6,B,0.467815468317785
770767,rejected_snr,9.26,B,0.4716097256064302
770764,accepted,37.08,B,0.4762667606918216
770763,accepted,32.13,B,0.4763847334424811
770608,rejected_snr,11.01,B,0.6443766045112478
770606,rejected_snr,7.0,B,0.6443766045112478
769718,accepted,21.34,B,0.5242205330824257
761621,accepted,57.37,B,0.5143286024737899
760100,accepted,64.66,B,0.6245477862379223
758204,accepted,49.48,B,0.7651569142133884
757053,accepted,86.23,B,0.6969108122895433
757049,accepted,59.58,B,0.73978549725299
757024,accepted,60.37,B,0.6969108122895433
755602,accepted,25.47,B,0.7369371819073662
733243,accepted,31.58,B,0.2568213478208815
730822,accepted,15.04,B,0.6754553501839123
730821,accepted,21.32,B,0.6754553501839123
727563,rejected_snr,13.45,B,0.3190359618149069
726467,accepted,41.29,B,0.8300034617799368
726299,rejected_snr,14.77,B,0.724678510291073
725888,accepted,20.46,B,0.265629297170648
725006,accepted,19.62,B,0.265629297170648
724867,accepted,22.39,B,0.265629297170648
719659,rejected_snr,8.35,B,0.6443766045112478
717009,accepted,23.58,B,0.3599239765164211
716952,accepted,34.77,B,0.3431269810262927
716606,accepted,28.77,B,0.8083470868526509
715112,accepted,21.26,B,0.5865711682645918
714096,accepted,24.79,B,0.6771867104493566
712876,accepted,16.68,B,0.6779532910832917
712856,accepted,29.66,B,0.6779532910832917
712851,accepted,22.9,B,0.6779532910832917
712847,accepted,29.33,B,0.6779532910832917
712760,accepted,23.15,B,0.6779532910832917
712704,rejected_snr,14.47,B,0.6623084159877483
712687,accepted,17.03,B,0.2382555755966103
712399,rejected_snr,4.45,B,0.5949679521538573
710312,accepted,16.03,B,0.2331512224351674
710261,accepted,43.5,B,0.8422629608180918
710138,accepted,17.15,B,0.2331512224351674
709355,accepted,43.93,B,0.6021754167965507
706621,accepted,24.96,B,0.6884478713765849
706028,accepted,61.2,B,0.5005521848204305
696768,accepted,17.85,B,0.7358988806500782
685416,accepted,36.41,B,0.6711782352763955
685404,accepted,29.9,B,0.6077409149128519
684527,accepted,34.83,B,0.5606582916380907
682784,accepted,29.4,B,0.7580342444652748
680207,accepted,35.13,B,0.3212080963125024
679873,accepted,20.7,B,0.3483069183678678
678051,rejected_snr,0.97,B,0.5954984861123158
668113,accepted,21.28,B,0.4681774208214815
667205,rejected_snr,12.28,B,0.8886265940044291
665980,accepted,35.92,B,0.8019978754331485
661019,rejected_snr,13.85,B,0.937733827201783
658005,accepted,17.24,B,0.2552753826923744
657525,accepted,31.7,B,0.9530382545303588
657524,accepted,24.77,B,0.9530382545303588
653769,rejected_snr,-10.23,B,0.6976696290242553
652951,accepted,16.24,B,0.7711081868228982
652304,accepted,37.39,B,0.8349700383762495
650253,accepted,25.1,B,0.7391954350243138
650107,accepted,30.53,B,0.9567600174350944
649524,accepted,43.31,B,0.9379888514988504
648223,accepted,35.99,B,0.8467387056526806
647067,accepted,24.82,B,0.948784715164912
646903,accepted,19.6,B,0.2381335985066808
646317,accepted,73.57,B,0.7223021674885174
645962,accepted,60.83,B,0.7085368214048327
644752,accepted,22.42,B,0.9373657172723718
644726,accepted,39.5,B,0.9260631480085232
644286,accepted,37.92,B,0.8430687918637798
643720,accepted,17.64,B,0.7720720692868674
643556,accepted,42.58,B,0.7056611845972118
643466,accepted,42.24,B,0.7611638212341278
642001,accepted,29.48,B,0.7349199184388485
641400,accepted,30.33,B,0.8758428957392518
641386,accepted,47.06,B,0.7864515975807981
640678,accepted,23.75,B,0.6021465292445729
640181,accepted,89.07,B,0.5464823835425417
639786,accepted,79.05,B,0.5656775917181909
637907,accepted,32.97,B,0.688001087736632
637745,accepted,18.98,B,0.6107983578341912
637439,accepted,28.0,B,0.8868901420914214
636709,accepted,29.29,B,0.8506397839493597
636447,accepted,31.57,B,0.9071233910025446
636436,accepted,32.61,B,0.9071233910025446
636197,accepted,23.73,B,0.6792897057178099
636170,accepted,28.69,B,0.3944893758278857
636002,accepted,28.55,B,0.760650164871993
635994,accepted,22.01,B,0.5586034427245481
635617,accepted,24.79,B,0.6731205804076861
635446,rejected_snr,8.3,B,0.2184360800804847
635434,accepted,30.49,B,0.2184360800804847
635136,accepted,25.62,B,0.2184360800804847
634998,rejected_snr,0.53,B,0.2950877649508382
634877,accepted,33.88,B,0.6958807781277664
634513,accepted,43.65,B,0.5012791221343881
634391,rejected_snr,14.85,B,0.6701043949119396
632303,accepted,76.36,B,0.5790880234223412
632109,rejected_snr,10.75,B,0.2188296372214744
631989,accepted,33.7,B,0.7578028319072183
631748,accepted,17.29,B,0.6432055112693759
631747,accepted,27.41,B,0.6432055112693759
631745,accepted,23.45,B,0.6432055112693759
631518,accepted,34.87,B,0.6398376498151661
631491,accepted,21.73,B,0.3416980779050997
631173,accepted,42.2,B,0.3356649480388633
630568,rejected_snr,7.23,B,0.7933686348500486
630554,rejected_snr,14.18,B,0.655635349510541
630332,accepted,105.39,B,0.6635970905150785
630331,accepted,68.18,B,0.6635970905150785
630120,accepted,23.85,B,0.6979138571195814
629261,accepted,42.15,B,0.7600264912073679
628464,accepted,20.28,B,0.6980416484485287
627280,accepted,28.97,B,0.7716756072820259
627279,accepted,22.72,B,0.7716756072820259
627274,accepted,23.68,B,0.7716756072820259
627210,accepted,51.09,B,0.6483962870808301
627209,accepted,52.93,B,0.6483962870808301
627207,accepted,48.43,B,0.6483962870808301
627028,accepted,29.43,B,0.8176050567892158
627022,accepted,26.57,B,0.8167389852952813
627020,accepted,22.75,B,0.8167389852952813
626265,accepted,29.63,B,0.525716448633677
626264,accepted,45.83,B,0.525716448633677
612262,rejected_snr,-1.29,B,0.6333686083384005
602234,accepted,20.17,B,0.4240244065111144
602231,accepted,24.82,B,0.4240244065111144
595666,accepted,49.61,B,0.4512910693720506
574186,accepted,21.71,B,0.7868810921334951
571729,rejected_snr,7.57,B,0.3471968394817272
570906,accepted,20.35,B,0.5688824578730198
568111,accepted,30.13,B,0.8519423607964892
567723,accepted,52.43,B,0.8206784442096768
566797,accepted,66.9,B,0.6725989530860834
563850,accepted,35.15,B,0.7820202059222544
563845,accepted,36.15,B,0.7820202059222544
563570,accepted,40.44,B,0.4506276746725238
561505,accepted,25.24,B,0.655350984061834
560614,rejected_snr,2.33,B,0.3213312666120889
559752,accepted,32.08,B,0.8094890228219347
559308,accepted,28.2,B,0.6996606051195284
558133,accepted,21.89,B,0.7161083055840055
556939,rejected_snr,14.66,B,0.8055278393100059
556935,accepted,21.28,B,0.8055278393100059
556108,accepted,43.78,B,0.6767882470266503
556005,accepted,17.52,B,0.7272680639744112
555764,accepted,20.02,B,0.5083255552805778
555220,rejected_snr,4.46,B,0.3216184946763107
555032,accepted,31.89,B,0.6963781616961697
553890,accepted,57.06,B,0.8757258954055562
553827,accepted,36.8,B,0.6704905313880272
553634,accepted,32.28,B,0.6705407869835219
553340,accepted,45.41,B,0.8402909358201655
553204,accepted,42.25,B,0.8067357551102495
553122,rejected_snr,4.76,B,0.3204863607883334
553119,accepted,17.2,B,0.3204863607883334
552023,accepted,20.09,B,0.6705407869835219
551785,accepted,28.77,B,0.6095907440015392
551735,accepted,43.14,B,0.6745328227759193
551381,accepted,35.75,B,0.6745328227759193
550884,accepted,22.98,B,0.8062694874092746
550883,rejected_snr,-9.42,B,0.8062694874092746
550881,accepted,29.44,B,0.8062694874092746
550880,accepted,23.1,B,0.8062694874092746
550661,accepted,34.94,B,0.8327022135855697
548759,accepted,24.61,B,0.526510259838188
548758,accepted,37.47,B,0.5186578175554042
548482,accepted,64.41,B,0.6730724518856804
